Technology ID,Technology Name,Problem,Solution,Benefits/Advantages,Potential Commercial Applications,Technology Categories,Associated Researcher(s),Post date,IP Status,Number (if available),IP Status Text,Tags,Inquiries,Edit Record,f_tech name+gtrcID,GTRC Page,Assessment,Form Link to Express Interest
8797,"Salinity Exchange Process for Low-Cost, High-Quality Potable Water ","Energy efficient and environmentally friendly using both wastewater and seawater while overcoming public perception obstacles
This “salinity exchange” technique has the potential to greatly increase public drinking water supplies using otherwise unusable wastewater—all while greatly reducing energy consumption, costs, and environmental impacts. Treating domestic wastewater for use as fresh drinking water is more economical than desalination processes, but public acceptance and safety concerns are major obstacles. Georgia Tech’s new salinity exchange process overcomes those obstacles, producing potable water from seawater or brackish water by transferring its salt content to domestic wastewater. This creates high-salinity wastewater that is treated and discharged into the ocean and lower salinity seawater or brackish water that is easily treated for public use.
","This “salinity exchange” technique has the potential to greatly increase public drinking water supplies using otherwise unusable wastewater—all while greatly reducing energy consumption, costs, and environmental impacts. Treating domestic wastewater for use as fresh drinking water is more economical than desalination processes, but public acceptance and safety concerns are major obstacles. Georgia Tech’s new salinity exchange process overcomes those obstacles, producing potable water from seawater or brackish water by transferring its salt content to domestic wastewater. This creates high-salinity wastewater that is treated and discharged into the ocean and lower salinity seawater or brackish water that is easily treated for public use.","
Increases water supply: This process takes advantage of abundantly available wastewater to produce clean drinking water.
Requires significantly less energy: Salinity exchange uses much less energy than conventional desalination technologies for which energy consumption is still a major obstacle. Georgia Tech’s bench scale prototype has demonstrated energy consumption of less than one-third of conventional reverse osmosis.
Publicly acceptable: Drinking desalinated seawater and brackish water is much more cognitively appealing than direct potable reuse of treated wastewater, overcoming public perception obstacles to water treatment.
Lower environmental impact: Because salt removed from the seawater and brackish water is diluted by the low-salinity wastewater, the process does not generate brine that can cause environmental and ecological damage.
",This new process for production of potable water is most applicable in coastal areas where seawater or brackish water is readily available and wastewater is routinely discharged into the ocean after treatment.,"Electronic/Conductive,Polymers/Membranes","Xing Xie,Yongsheng Chen,Zeou Dou,Mourin Jarin",2/2/2022,"Patent application has been filed
",PCT/US2023/061132,,"Electronic/Conductive,Polymers/Membranes",,https://web.miniextensions.com/B9bhAseqAfEo5DpejEq7/reckHw5Ljp7Arb9gj,"8797- Salinity Exchange Process for Low-Cost, High-Quality Potable Water ",https://licensing.research.gatech.edu/technologies,,https://web.miniextensions.com/B9bhAseqAfEo5DpejEq7
8802,A Mechanical Topological Insulator-Based Multiplexer/Demultiplexer,"Enables efficient travel of acoustic waves from input to multiple output receivers
This mechanical topological insulator (TI)-based multiplexer/demultiplexer for acoustic waves addresses the significant challenges of signal loss when implementing guided-wave technologies in mechanical systems. Georgia Tech’s innovation leverages the ability of mechanical TIs to provide efficient and robust signal transport supported by backscattering-immune topological protection. Combined with programmable switches, this first-of-its-kind device enables acoustic waves to travel efficiently from an input source to multiple output receivers, or vice versa. The device could be ideal for use in wave-based devices and may complement widely-used mechanical filters such as ubiquitous surface acoustic wave (SAW) devices used in communications instruments, radios, and computer peripherals.
","This mechanical topological insulator (TI)-based multiplexer/demultiplexer for acoustic waves addresses the significant challenges of signal loss when implementing guided-wave technologies in mechanical systems. Georgia Tech’s innovation leverages the ability of mechanical TIs to provide efficient and robust signal transport supported by backscattering-immune topological protection. Combined with programmable switches, this first-of-its-kind device enables acoustic waves to travel efficiently from an input source to multiple output receivers, or vice versa. The device could be ideal for use in wave-based devices and may complement widely-used mechanical filters such as ubiquitous surface acoustic wave (SAW) devices used in communications instruments, radios, and computer peripherals.","
Novel: Offers the first known design of its kind, addressing the signal loss challenges of applying acoustic wave technologies to mechanical applications
Practical: Enables potential development of a single mechanical platform to accomplish both filtering and channeling using inexpensive components that avoid high battery usage
Signal-protecting: Guides waves from input(s) to output(s) with minimal signal loss and topological protection from backscattering
Robust: May potentially be used in hazardous or harsh environments (such as those with high temperatures or high dynamic loads) that would be problematic for traditional computing solutions
","Georgia Tech’s device may serve as a stepping stone towards mechanical channeling of information to complement widely used mechanical filters (e.g., SAW devices) for:

Radios
Computer peripherals
Cell phones, smart phones, and other communication devices
Computing solutions for harsh environments (e.g., high temperatures, high dynamic loads)
","Electronic/Conductive,Communications,Computing/Networks,Electronic Devices","Michael J. Leamy,Amir A. Darabi,Emily Kliewer",1/25/2022,U.S. Application Filed,"63/248,552",,"Electronic/Conductive,Communications,Computing/Networks,Electronic Devices",,https://web.miniextensions.com/B9bhAseqAfEo5DpejEq7/recbnK8F8IW8ZnMcv,8802- A Mechanical Topological Insulator-Based Multiplexer/Demultiplexer,https://licensing.research.gatech.edu/technologies,,https://web.miniextensions.com/B9bhAseqAfEo5DpejEq7
8813,Electronic Immunoassay Using Enzymatic Metallization on Microparticles,"Providing a sensitive, direct electronic readout without the use of intermediate optics
This innovative Georgia Tech technology overcomes the obstacles of currently available bead-based assays as it can provide a sensitive readout of analyte binding without any intermediate optics. Most bead-based assays in use today depend on expensive optical detection systems, which can limit their widespread use, for example, when needed to detect infectious diseases such as COVID-19. This innovation can be applied to the sensing of any biomarker that can be specifically bound to using a probe, such as proteins, antigens, cells, DNA, RNA, viruses, and bacteria. 

The technology uses a bead-based enzyme-linked immunosorbent assay (ELISA) as a first step. This enables analyte binding on antigen-coated microparticles, and the signal is amplified via deposition of silver nanoparticles. Then, the metallized beads flow through a 3D printed micro-aperture, and the change in impedance is captured for each bead as it passes by. 

Multiplexing can be achieved by using “impedance-barcoded” beads, where an electronically identifiable property of the bead can be altered that is independent of the electronic signal produced by analyte binding. For example, this could be the shape, porosity, size, conductivity, permittivity, or any combination of the properties.
","This innovative Georgia Tech technology overcomes the obstacles of currently available bead-based assays as it can provide a sensitive readout of analyte binding without any intermediate optics. Most bead-based assays in use today depend on expensive optical detection systems, which can limit their widespread use, for example, when needed to detect infectious diseases such as COVID-19. This innovation can be applied to the sensing of any biomarker that can be specifically bound to using a probe, such as proteins, antigens, cells, DNA, RNA, viruses, and bacteria. The technology uses a bead-based enzyme-linked immunosorbent assay (ELISA) as a first step. This enables analyte binding on antigen-coated microparticles, and the signal is amplified via deposition of silver nanoparticles. Then, the metallized beads flow through a 3D printed micro-aperture, and the change in impedance is captured for each bead as it passes by. Multiplexing can be achieved by using “impedance-barcoded” beads, where an electronically identifiable property of the bead can be altered that is independent of the electronic signal produced by analyte binding. For example, this could be the shape, porosity, size, conductivity, permittivity, or any combination of the properties.","
	
	Lower cost: Replacing fluorescent markers and readout methods with impedance detection has the potential to significantly decrease the cost of the assay. 
	
	
	Transportable: Impedance measurements in microfluidics can be made transportable, which can potentially enable point-of-care applications, as electronic elements are more durable than optical elements.
	
	
	Practical: Identification of COVID-19 antibodies in COVID-positive serum samples has already been demonstrated.
	
	
	Versatile: This technology can be applied to the sensing of any biomarker that can be specifically bound to using a probe, such as proteins, antigens, cells, DNA, RNA, viruses, and bacteria.
	
","
	
	Biological research
	
	
	Clinical diagnostics
	
	
	Multiplexed assays
	
","Diagnostics,Research Tools,MEMS/NEMS,Electronic","Aniruddh Sarkar,Madeline Hoyle,Neda Rafat,Josiah Rudge",7/9/2022,U.S. Application Filed,,,"Diagnostics,Research Tools,MEMS/NEMS,Electronic",,https://web.miniextensions.com/B9bhAseqAfEo5DpejEq7/recT8xI3ZQN1yvX4Y,8813- Electronic Immunoassay Using Enzymatic Metallization on Microparticles,https://licensing.research.gatech.edu/technologies,,https://web.miniextensions.com/B9bhAseqAfEo5DpejEq7
8814,"Quantitative, Multiplexed Electronic Detection of COVID-19 Biomarkers","Detect disease and measure vaccine responses and durability with a handheld, inexpensive reader
This inexpensive, portable electronic detection microchip is designed to simultaneously detect and clearly differentiate multiple biomarkers without the use of any intermediate optics (e.g., COVID-19 biomarkers, including antigen-specific antibodies [S- and N-specific IgG and IgM] and viral antigens [S]). The highly sensitive, multiplexed electronic enzyme-linked immunosorbent assay (E2LISA) microchip was developed at Georgia Tech to enable disease diagnosis, prediction of vaccine effectiveness, durability, and potentially disease prognoses. The technology uses enzymatically amplified silver metallization on nanostructured surfaces for electrical detection. The inventors crafted it as a custom handheld reader to enable point-of-care identification and monitoring of biomarkers and vaccine responses in remote and resource-poor settings. This detection method could be extended to other molecules and diseases, using appropriate capture agents and probes.
","This inexpensive, portable electronic detection microchip is designed to simultaneously detect and clearly differentiate multiple biomarkers without the use of any intermediate optics (e.g., COVID-19 biomarkers, including antigen-specific antibodies [S- and N-specific IgG and IgM] and viral antigens [S]). The highly sensitive, multiplexed electronic enzyme-linked immunosorbent assay (E2LISA) microchip was developed at Georgia Tech to enable disease diagnosis, prediction of vaccine effectiveness, durability, and potentially disease prognoses. The technology uses enzymatically amplified silver metallization on nanostructured surfaces for electrical detection. The inventors crafted it as a custom handheld reader to enable point-of-care identification and monitoring of biomarkers and vaccine responses in remote and resource-poor settings. This detection method could be extended to other molecules and diseases, using appropriate capture agents and probes.","
	Direct electronic detection: This innovation provides direct detection of biomarkers as a simple electronic readout without the use of any intermediate optics.
	Multiplexed: The device can simultaneously detect multiple biomarkers (e.g., a four-plex chip to detect IgG and IgM antibodies against spike or nucleocapsid antigens).
	Portable: A handheld, cellphone-interfaced reader is designed to enable detection and monitoring of diseases in remote areas for sensitive yet inexpensive point-of-care use.
	High throughput: The technology is also compatible with standard high-throughput screening and automation platforms (e.g., 96 or 384 samples).
	Simple and inexpensive: Rather than relying on expensive optical detection and lab-based instruments, this innovation uses electrical detection. By connecting to a cellphone app via Bluetooth®, the technology provides simple and cost-effective signal readout and analysis of results. 
	Small sample volumes: This method is designed to detect multiple biomarkers from a single microliter-scale drop of sample.
	High sensitivity: It is designed to clearly differentiate antibody responses from prior infections, uninfected but vaccinated, and healthy negative samples.
	Extendable: In addition to COVID-19, the method could be used to detect other molecules and diseases, using appropriate capture agents and probes.


Bluetooth is a registered trademark of Bluetooth SIG, Inc.","
	Diagnostic device 
	
		Quantitative detection of COVID-19 biomarkers 
		Quantitative detection of other molecules (e.g., antibody glycosylation, antigens, DNA, RNA) and diseases (e.g., Tuberculosis, Neglected Tropical Diseases)
	
	
	Prognostic monitoring device
	
		Quantitative multiplexed detection of prognostic biomarkers (e.g., donor-specific antibody-based early detection of transplant rejection)
	
	
	Vaccine efficacy monitoring
	
		Quantitative monitoring of vaccine correlates of protection (e.g., neutralizing antibodies)
	
	
","Diagnostics,Medical Devices,Research Tools,Biological","Aniruddh Sarkar,Neda Rafat,Hanhao Zhang",10/23/2022,U.S. Application Filed,,,"Diagnostics,Medical Devices,Research Tools,Biological",,https://web.miniextensions.com/B9bhAseqAfEo5DpejEq7/recU8EbcyThHJisHG,"8814- Quantitative, Multiplexed Electronic Detection of COVID-19 Biomarkers",https://licensing.research.gatech.edu/technologies,,https://web.miniextensions.com/B9bhAseqAfEo5DpejEq7
8817,RobocallGuardPlus,"A smart virtual assistant for blocking robocalls – even those that spoof caller ID screeners
RobocallGuardPlus is designed to address the limitations of current methods of blocking the mass robocalls that negatively impact millions of people daily. Georgia Tech’s technology is based on a smart virtual assistant that uses a novel voice interaction model that generates natural conversation, enabling the system to accurately identify humans and robots on the other end of the line. While most current robocall blocking methods rely primarily on caller ID and block lists (and are therefore highly susceptible to evasion by increasingly sophisticated caller ID spoofing), RobocallGuardPlus is the first known system that interacts with the caller and, using questions that occur in human conversation, detects robocalls that utilize caller ID spoofing. Georgia Tech’s user studies have demonstrated this robust system’s ability to block up to 95% of mass robocalls, and security analyses suggest it may be capable of also blocking even more sophisticated robocall methods expected to emerge in the future.
","RobocallGuardPlus is designed to address the limitations of current methods of blocking the mass robocalls that negatively impact millions of people daily. Georgia Tech’s technology is based on a smart virtual assistant that uses a novel voice interaction model that generates natural conversation, enabling the system to accurately identify humans and robots on the other end of the line. While most current robocall blocking methods rely primarily on caller ID and block lists (and are therefore highly susceptible to evasion by increasingly sophisticated caller ID spoofing), RobocallGuardPlus is the first known system that interacts with the caller and, using questions that occur in human conversation, detects robocalls that utilize caller ID spoofing. Georgia Tech’s user studies have demonstrated this robust system’s ability to block up to 95% of mass robocalls, and security analyses suggest it may be capable of also blocking even more sophisticated robocall methods expected to emerge in the future.","
Advanced: Uses a unique smart virtual assistant with a voice interaction model that generates natural conversation to filter out robocalls
Robust: Blocks robocalls that other methods may miss, such as those that evade call block lists through caller ID spoofing
Unique: Provides the first known system to block mass, evasive, and targeted robocalls using natural, interactive conversation methods rather than relying solely on caller ID and block lists
Smart: Determines if a caller is a bot or a human by analyzing conversation responses and patterns, and passes on calls to the recipient only if a human caller is detected
Convenient: Requires no human/recipient interruption during the human-or-robot determination process
Demonstrated: Blocked 95% of mass robocalls, 82% of evasive robocalls, and 75% of targeted robocalls in a user study of 8,000 robocalls
","Georgia Tech’s innovation can be used as a standalone robocall blocking system, and can also integrate with other systems, including those that use STIR/SHAKEN protocols.","Signal Processing,Software,Consumer Products,Data Analytics,Defense and Security","Sharbani Pandit,Mustaque Ahamad,Krishanu Sarker,Diyi Yang",1/21/2022,U.S. Patent Issued,"63/254,377",,"Signal Processing,Software,Consumer Products,Data Analytics,Defense and Security",,https://web.miniextensions.com/B9bhAseqAfEo5DpejEq7/recp90tpWNjxXLMXv,8817- RobocallGuardPlus,https://licensing.research.gatech.edu/technologies,,https://web.miniextensions.com/B9bhAseqAfEo5DpejEq7
8834,Flexible Power Generation with Negative Carbon Emissions,"Uses low-cost natural gas for electricity generation while reducing CO2 in the environment 
This new approach for flexible power generation produces energy with negative CO2 emissions and can dramatically reduce the cost of a net-zero carbon system. The modular system combines a natural gas combined cycle (NGCC) power plant, a conventional post-combustion carbon capture (PCC) system, and a direct air capture (DAC) system.

Georgia Tech’s technology achieves positive power with a negative carbon footprint across a wide range of operation of an NGCC plant from 100% to 25% of full load. The modular nature of the DAC system allows for partial operation, making it highly flexible and allowing power generators to respond to variable renewable energy (VRE) production. Emissions are reduced by up to 97% with the conventional PCC and then further reduced to negative with DAC. The system takes advantage of variable electricity pricing by changing the amount of DAC —increasing the amount of DAC when the electricity price is low and decreasing when it is high.
","This new approach for flexible power generation produces energy with negative CO2 emissions and can dramatically reduce the cost of a net-zero carbon system. The modular system combines a natural gas combined cycle (NGCC) power plant, a conventional post-combustion carbon capture (PCC) system, and a direct air capture (DAC) system.Georgia Tech’s technology achieves positive power with a negative carbon footprint across a wide range of operation of an NGCC plant from 100% to 25% of full load. The modular nature of the DAC system allows for partial operation, making it highly flexible and allowing power generators to respond to variable renewable energy (VRE) production. Emissions are reduced by up to 97% with the conventional PCC and then further reduced to negative with DAC. The system takes advantage of variable electricity pricing by changing the amount of DAC —increasing the amount of DAC when the electricity price is low and decreasing when it is high.","
Energy security: This system enables the continued use of low-cost domestic fuel (i.e., natural gas) for electricity generation and increases the reliability of U.S. electricity production.
Environmental protection: Flexible carbon capture and storage (CCS) systems can achieve high CO2 capture rates from flue gas. For example, with this system a power generator could shift the times it exports electricity to the grid, allowing the power generator and CCS plant to operate under steady-state conditions and with reduced emissions.
Reduced costs: The cost of a net-zero carbon electricity system is lowered by providing dispatchable power to a high-VRE grid.
Scalable: The technology can be scaled up for direct atmospheric capture of CO2.
Efficient: The DAC unit has the ability to treat gas streams with relatively low concentration of CO2.
",This technology is particularly applicable to CCS-equipped power plants in high VRE environments.,"Environmental,Energy,Generation","Matthew Realff,Fani Boukouvala,Christopher W. Jones,Ryan Lively,Joseph Scott,David Thierry",2/16/2022,U.S. Application Filed,"63/280,358",,"Environmental,Energy,Generation",,https://web.miniextensions.com/B9bhAseqAfEo5DpejEq7/recW32RCkLiVzXhqP,8834- Flexible Power Generation with Negative Carbon Emissions,https://licensing.research.gatech.edu/technologies,,https://web.miniextensions.com/B9bhAseqAfEo5DpejEq7
8834,Flexible Power Generation with Negative Carbon Emissions,"Uses low-cost natural gas for electricity generation while reducing CO2 in the environment 
This new approach for flexible power generation produces energy with negative CO2 emissions and can dramatically reduce the cost of a net-zero carbon system. The modular system combines a natural gas combined cycle (NGCC) power plant, a conventional post-combustion carbon capture (PCC) system, and a direct air capture (DAC) system.

Georgia Tech’s technology achieves positive power with a negative carbon footprint across a wide range of operation of an NGCC plant from 100% to 25% of full load. The modular nature of the DAC system allows for partial operation, making it highly flexible and allowing power generators to respond to variable renewable energy (VRE) production. Emissions are reduced by up to 97% with the conventional PCC and then further reduced to negative with DAC. The system takes advantage of variable electricity pricing by changing the amount of DAC —increasing the amount of DAC when the electricity price is low and decreasing when it is high.
","This new approach for flexible power generation produces energy with negative CO2 emissions and can dramatically reduce the cost of a net-zero carbon system. The modular system combines a natural gas combined cycle (NGCC) power plant, a conventional post-combustion carbon capture (PCC) system, and a direct air capture (DAC) system.Georgia Tech’s technology achieves positive power with a negative carbon footprint across a wide range of operation of an NGCC plant from 100% to 25% of full load. The modular nature of the DAC system allows for partial operation, making it highly flexible and allowing power generators to respond to variable renewable energy (VRE) production. Emissions are reduced by up to 97% with the conventional PCC and then further reduced to negative with DAC. The system takes advantage of variable electricity pricing by changing the amount of DAC —increasing the amount of DAC when the electricity price is low and decreasing when it is high.","
Energy security: This system enables the continued use of low-cost domestic fuel (i.e., natural gas) for electricity generation and increases the reliability of U.S. electricity production.
Environmental protection: Flexible carbon capture and storage (CCS) systems can achieve high CO2 capture rates from flue gas. For example, with this system a power generator could shift the times it exports electricity to the grid, allowing the power generator and CCS plant to operate under steady-state conditions and with reduced emissions.
Reduced costs: The cost of a net-zero carbon electricity system is lowered by providing dispatchable power to a high-VRE grid.
Scalable: The technology can be scaled up for direct atmospheric capture of CO2.
Efficient: The DAC unit has the ability to treat gas streams with relatively low concentration of CO2.
",This technology is particularly applicable to CCS-equipped power plants in high VRE environments.,"Environmental,Energy,Generation","Matthew Realff,Fani Boukouvala,Christopher W. Jones,Ryan Lively,Joseph Scott,David Thierry",2/16/2022,U.S. Application Filed,"63/280,358
",,"Environmental,Energy,Generation",,https://web.miniextensions.com/B9bhAseqAfEo5DpejEq7/recKd32PZHMgLpbBc,8834- Flexible Power Generation with Negative Carbon Emissions,https://licensing.research.gatech.edu/technologies,,https://web.miniextensions.com/B9bhAseqAfEo5DpejEq7
8835,Buoyant Platform Assembly Improves PCM Thermal Management,"Simplifies and aids in solidification for phase change material applications
Using a buoyant platform that passively floats above solid phase change material (PCM) but stays below the liquid PCM state, this innovation improves and simplifies thermal management for energy storage, recuperative processes, environmental controls, and more. This technology developed by Georgia Tech improves thermal discharge (even for types of PCMs that are more difficult to solidify) by progressively moving the heat sink through the liquid PCM region and incorporating agitation. It uses extensible refrigerant lines to prevent the common problem of growing thermal resistance when path lengths increase between the phase-change front and the heat sink. Liquid PCM is passively moved through the solidification process with minimal or no thermal resistance (or contact resistance gaps) forming on the heat sink.
","Using a buoyant platform that passively floats above solid phase change material (PCM) but stays below the liquid PCM state, this innovation improves and simplifies thermal management for energy storage, recuperative processes, environmental controls, and more. This technology developed by Georgia Tech improves thermal discharge (even for types of PCMs that are more difficult to solidify) by progressively moving the heat sink through the liquid PCM region and incorporating agitation. It uses extensible refrigerant lines to prevent the common problem of growing thermal resistance when path lengths increase between the phase-change front and the heat sink. Liquid PCM is passively moved through the solidification process with minimal or no thermal resistance (or contact resistance gaps) forming on the heat sink.","
	Enhances solidification: Incorporating highly localized agitation via a stirring whip rod, this technology seeds solidification to improve this often-arduous phase of PCM thermal cycling. 
	Prevents scale build-up: This technology reduces the instance of sheets of solid PCM forming on the heat sink. The high-frequency, extensible whip rod orbits around the passageway to facilitate nucleation (creating improved solidification), while preventing scale build-up on the interior passageway surfaces. 
	Customizable: The structural design allows the platform to be tailored to the effective density of the PCM material, enabling it to stay between the liquid and solid phases. 
	Versatile: The innovation focuses upon the discharge phase of PCM thermal cycling, but it is readily compatible with the charging/melting phase of PCM thermal management.
	Flexible: The system can be retroactively engineered into existing PCM applications.
","
	Thermal energy storage
	Recuperative process thermal management
	Advanced HVAC systems and environmental controls
	Cold supply chain
	Renewable energy systems
	Possible device-level thermal management
","High Temperature,Environmental,Storage",Comas Haynes,6/16/2022,U.S. Application Filed,,,"High Temperature,Environmental,Storage",,https://web.miniextensions.com/B9bhAseqAfEo5DpejEq7/recelmAeuvk38MuUY,8835- Buoyant Platform Assembly Improves PCM Thermal Management,https://licensing.research.gatech.edu/technologies,,https://web.miniextensions.com/B9bhAseqAfEo5DpejEq7
8844,"Fourier Light-Field Microscope (FLFM) for Fast, Volumetric, and High-Resolution Imaging of Entire Organoids","Transforms conventional 3D microscopy using a hybrid point-spread 
function (hPSF)
Live, 3D, noninvasive observation of intact organoid architectures is now possible with Georgia Tech’s Fourier light-field microscope that utilizes a hybrid point-spread function (hPSF-FLFM). This new microscope system transforms conventional 3D microscopy, enabling exploration of less accessible, spatiotemporally challenging regimes in organoid research. The system offers cellular level (2-3 μm and 5-6 μm in x-y and z, respectively) and millisecond-scale spatiotemporal characterization of whole-organoid dynamic changes that span large imaging volumes (>900 μm × 900 μm × 200 μm in x, y, z, respectively).

Comprising a standard epifluorescence microscope and a light-field acquisition module, the hPSF-FLFM system provides scan-free, fast snapshot recording of intact organoids and their dynamic cellular processes with minimum photodamage per volumetric acquisition compared to existing techniques.
","Live, 3D, noninvasive observation of intact organoid architectures is now possible with Georgia Tech’s Fourier light-field microscope that utilizes a hybrid point-spread function (hPSF-FLFM). This new microscope system transforms conventional 3D microscopy, enabling exploration of less accessible, spatiotemporally challenging regimes in organoid research. The system offers cellular level (2-3 μm and 5-6 μm in x-y and z, respectively) and millisecond-scale spatiotemporal characterization of whole-organoid dynamic changes that span large imaging volumes (>900 μm × 900 μm × 200 μm in x, y, z, respectively).Comprising a standard epifluorescence microscope and a light-field acquisition module, the hPSF-FLFM system provides scan-free, fast snapshot recording of intact organoids and their dynamic cellular processes with minimum photodamage per volumetric acquisition compared to existing techniques.","
	Cost-efficient and scalable: Is fully adaptable to epifluorescence protocols resulting in a system that is both cost-efficient and highly scalable
	Fast: Captures fast cellular and tissue dynamic processes in a simultaneous, volumetric manner (e.g., collective cellular responses at sub-second time scales across whole samples)
	Validated: Responses to extracellular physical cues such as osmotic and mechanical stresses have been recorded using human induced pluripotent stem cell-derived colon organoids (hCOs).
	Minimizes damage: Provides scan-free, fast snapshot recording with minimum photodamage, unlike conventional imaging methods with underlying scanning mechanism that compromise the time resolution of volumetric acquisition and result in increased photodamage and inability to capture fast cellular and tissue dynamic processes
	Versatile: Images biological systems such as cells and/or tissue of plants and animals, including embryonic stem cells or induced pluripotent stem cells, as well as many types of organoids
	Robust: Facilitates the 3D characterization of cellular dynamic processes of whole organoids in response to rapid extracellular physical cues
	Expandable: Combines versatile optical and computational strategies to enable the hPSF-FLFM system to potentially to expand beyond organoids to in vivo organ research
","This technology advances volumetric interrogation of organoid systems as a research tool for: 


	Modeling tissue development and disease
	Biomaterials and protocols
	Drug discovery
	Provides critical insights for understanding:
	
		Regenerative medicine
		Tissue homeostasis
		Organ function
	
	
","Research Tools,Biological","Shu Jia,Wenhao Liu",9/6/2022,U.S. Application Filed,63/285583,,"Research Tools,Biological",,https://web.miniextensions.com/B9bhAseqAfEo5DpejEq7/recpXhkm5W1Q7zANx,"8844- Fourier Light-Field Microscope (FLFM) for Fast, Volumetric, and High-Resolution Imaging of Entire Organoids",https://licensing.research.gatech.edu/technologies,,https://web.miniextensions.com/B9bhAseqAfEo5DpejEq7
8848,3D Light-Field Endoscopy for High-Precision Microsurgery,"Brings depth perception and real-time quantitative 3D visualization and interpretation to complex endoscopic procedures
Achieve fast, single-shot, 3D, multi-color endoscopic imaging that detects feature depth with sub-millimeter accuracy and enables quantitative volumetric 3D renderings of tissue. Georgia Tech’s new technology uses a hexagonal gradient index (GRIN) lens array. The GRIN lens array microendoscopy (GLAM) system is designed with a small-diameter stainless steel shaft, built-in illumination, and multi-color imaging. With its combination of optical functionality and realistic endoscope design, GLAM enables GRIN lenses to be practically applied to rigid endoscopy, paving the way for future development using this optical paradigm. The system achieves 3D resolution of ∼100 µm over an imaging depth of ∼22 mm and a field of view up to 1 cm2. 

GLAM has the potential to increase safety and efficiency in complex endoscopic procedures as well as improving instrument control for robotic surgery.
","Achieve fast, single-shot, 3D, multi-color endoscopic imaging that detects feature depth with sub-millimeter accuracy and enables quantitative volumetric 3D renderings of tissue. Georgia Tech’s new technology uses a hexagonal gradient index (GRIN) lens array. The GRIN lens array microendoscopy (GLAM) system is designed with a small-diameter stainless steel shaft, built-in illumination, and multi-color imaging. With its combination of optical functionality and realistic endoscope design, GLAM enables GRIN lenses to be practically applied to rigid endoscopy, paving the way for future development using this optical paradigm. The system achieves 3D resolution of ∼100 µm over an imaging depth of ∼22 mm and a field of view up to 1 cm2. GLAM has the potential to increase safety and efficiency in complex endoscopic procedures as well as improving instrument control for robotic surgery.","
	Enhanced control and safety: Real time visual navigation enhances guidance and intervention in complex microenvironments, maintaining high spatial resolution while providing quantitative depth information
	Comfortable: System does not require 3D glasses that can cause physician dizziness or headaches after long periods of use
	Streamlined: Technique eliminates the need for other imaging procedures such as micro-CT or MRI to quantify the 3D morphology of tissue
	Accurate depth: Simple chromatic calibration provides accurate RGB depth encoding and enables quantitative depth estimation
	Fast readout: Pinhole image offsets in the off-axis elemental images provide a quick readout for axial chromatic aberrations in the GRIN lens array, offering fast readout of axial aberrations suitable for incorporating into the downstream analysis
	Adaptable: Small form factor aligns with typical clinical design, making the system readily translatable to a clinical prototype
","
	Increased safety and efficiency for procedures related to:
	
		Clinical screening
		Diagnostics
		Interventional treatment (particularly in surgical areas with in-depth extension, vascular encasement, or dense tumor structures)  
	
	
	Enhanced medical training 
	Improved instrument control for robotic surgery
","Diagnostics,Medical Devices,Research Tools","Shu Jia,Andrew Inman,Benjamin Lapid,Tara Urner",9/10/2022,U.S. Application Filed,63/285551,,"Diagnostics,Medical Devices,Research Tools",,https://web.miniextensions.com/B9bhAseqAfEo5DpejEq7/recrNB2L5ErVN3fMg,8848- 3D Light-Field Endoscopy for High-Precision Microsurgery,https://licensing.research.gatech.edu/technologies,,https://web.miniextensions.com/B9bhAseqAfEo5DpejEq7
